Cites,Authors,Year
164,"EI Korpelainen|M Kärkkäinen|Y Gunji|M Vikkula|K Alitalo",1999
161,"N Revencu|M Vikkula",2006
153,"LM Boon|P Brouillard|A Irrthum|L Karttunen|ML Warman|R Rudolph",1999
137,"R Rzem|M Veiga-da-Cunha|G Noël|S Goffette|MC Nassogne|B Tabarki",2004
133,"I Eerola|KH Plate|R Spiegel|LM Boon|JB Mulliken|M Vikkula",2000
131,"P Brouillard|L Boon|M Vikkula",2014
121,"N Revencu|LM Boon|A Mendola|MR Cordisco|J Dubois|P Clapuyt",2013
121,"M Vikkula|LM Boon|JB Mulliken|BR Olsen",1998
118,"A Dompmartin|F Ballieux|P Thibon|A Lequerrec|C Hermans|P Clapuyt",2009
115,"H Matsson|J Eason|CS Bookwalter|J Klar|P Gustavsson|J Sunnegårdh",2007
113,"P Brouillard|M Ghassibé|A Penington|LM Boon|A Dompmartin",2005
111,"JF Baurain|D Colau|N van Baren|C Landry|V Martelange|M Vikkula",2000
109,"P Ostergaard|MA Simpson|A Mendola|P Vasudevan|FC Connell",2012
109,"M Veiga-da-Cunha|I Gerin|YT Chen|T De Barsy|P De Lonlay",1998
106,"V Wouters|N Limaye|M Uebelhoer|A Irrthum|LM Boon|JB Mulliken",2010
106,"M Ghassibé|B Bayet|N Revencu|C Verellen-Dumoulin|Y Gillerot",2005
105,"E Wiame|D Tyteca|N Pierrot|F Collard|M Amyere|G Noel|J Desmedt",2010
100,"N Limaye|LM Boon|M Vikkula",2009
100,"M Veiga-da-Cunha|I Gerin|YT Chen|PJ Lee|JV Leonard|I Maire",1999
99,"P Brouillard|M Vikkula",2003
97,"I Eerola|LM Boon|S Watanabe|H Grynberg|JB Mulliken|M Vikkula",2002
94,"RLLF de Lima|SA Hoper|M Ghassibe|ME Cooper|NK Rorick|S Kondo",2009
88,"N Limaye|J Kangas|A Mendola|C Godfraind|MJ Schlögel|R Helaers",2015
86,"A Couvineau|V Wouters|G Bertrand|C Rouyer|B Gérard|LM Boon",2008
85,"F Foulquier|M Amyere|J Jaeken|R Zeevaert|E Schollen|V Race",2012
85,"M Vikkula|A Palotie|P Ritvaniemi|JÜR Ott|L Ala‐Kokko|U Sievers",1993
81,"A Ghalamkarpour|S Morlot|A Raas‐Rothschild|A Utkus|JB Mulliken",2006
79,"M Vikkula|M Metsäranta|L Ala-Kokko",1994
78,"TG Papathomas|L Oudijk|A Persu|AJ Gill|F Van Nederveen|AS Tischler",2015
77,"E Boscolo|N Limaye|L Huang|KT Kang|J Soblet|M Uebelhoer",2015
74,"ME Bowen|ED Boyden|IA Holm|B Campos-Xavier|L Bonafé",2011
74,"LM Boon|F Ballieux|M Vikkula",2011
72,"J Soblet|N Limaye|M Uebelhoer|LM Boon|M Vikkula",2013
72,"R Thiex|JB Mulliken|N Revencu|LM Boon|PE Burrows|M Cordisco",2010
71,"I Gutierrez‐Roelens|T Sluysmans|M Gewillig|K Devriendt|M Vikkula",2002
69,"I Gutierrez-Roelens|L De Roy|C Ovaert|T Sluysmans|K Devriendt",2006
67,"P Ritvaniemi|J Körkkö|J Bonaventure|M Vikkula|J Hyland|P Paassilta",1995
65,"M Ghassibé|N Revencu|B Bayet|Y Gillerot|R Vanwijck",2004
63,"G Jaureguiberry|M De la Dure-Molla|D Parry|M Quentric|N Himmerkus",2012
63,"T Palm|D Figarella‐Branger|F Chapon|C Lacroix|F Gray|F Scaravilli",2009
61,"E Storkebaum|A Quaegebeur|M Vikkula|P Carmeliet",2011
60,"M Uebelhoer|M Nätynki|J Kangas|A Mendola|HL Nguyen|J Soblet",2013
59,"E Rousseau|MM Ruchoux|F Scaravilli|F Chapon|M Vinchon|C De Smet",2003
58,"A Ghalamkarpour|W Holnthoner|P Saharinen|LM Boon|JB Mulliken",2009
56,D Kerjaschki,2014
55,"A Mendola|MJ Schlögel|A Ghalamkarpour|A Irrthum|HL Nguyen",2013
55,"M Coutelier|S Andries|S Ghariani|B Dan|C Duyckaerts",2008
54,"SB Mallory|O Enjolras|LM Boon|E Rogers|DR Berk|F Blei|E Baselga",2006
50,"J Soblet|J Kangas|M Nätynki|A Mendola|R Helaers|M Uebelhoer",2017
50,"M Ghassibe-Sabbagh|L Desmyter|T Langenberg|F Claes|O Boute",2011
48,"M Amyere|V Aerts|P Brouillard|BAS McIntyre|FP Duhoux|M Wassef",2013
46,"E Daniel‐Spiegel|A Ghalamkarpour|R Spiegel|E Weiner|M Vikkula",2005
44,"L Renard|C Godfraind|LM Boon|M Vikkula",2003
43,"I Balikova|K Martens|C Melotte|M Amyere|S Van Vooren|Y Moreau",2008
42,"P Brouillard|BR Olsen|M Vikkula",2000
41,"A Irrthum|P Brouillard|O Enjolras|NF Gibbs|LF Eichenfield|BR Olsen",2001
40,"M de la Dure-Molla|M Quentric|PM Yamaguti|AC Acevedo|AJ Mighell",2014
40,"A Ghalamkarpour|C Debauche|E Haan|N Van Regemorter|Y Sznajer",2009
39,"I Eerola|B McIntyre|M Vikkula",2001
38,"LM Boon|O Enjolras|JB Mulliken|M Vikkula",2011
37,"M Amyere|N Revencu|R Helaers|E Pairet|E Baselga|M Cordisco",2017
37,"M Alders|A Mendola|L Adès|L Al Gazali|C Bellini|B Dallapiccola",2013
36,"E Rousseau|T Palm|F Scaravilli|MM Ruchoux|D Figarella-Branger",2007
36,"C Godfraind|E Rousseau|MM Ruchoux|F Scaravilli|M Vikkula",2003
35,"M Nätynki|J Kangas|I Miinalainen|R Sormunen|R Pietilä|J Soblet",2015
35,"BAS McIntyre|P Brouillard|V Aerts|I Gutierrez-Roelens|M Vikkula",2004
33,"M Uebelhoer|LM Boon|M Vikkula",2012
33,"M Amyere|T Vogt|J Hoo|F Brandrup|A Bygum|L Boon|M Vikkula",2011
33,"M Vikkula|M Metsäranta|AC Syvänen|L Ala-Kokko|E Vuorio|L Peltonen",1992
32,"M Vikkula|P Ritvaniemi|AF Vuorio|I Kaitila|L Ala-Kokko|L Peltonen",1993
31,"M Vikkula|M Nissilä|E Hirvensalo|P Nuotio|A Palotie|K Aho|L Peltonen",1993
30,"P Brouillard|LM Boon|N Revencu|J Berg|A Dompmartin|J Dubois",2013
29,"HL Nguyen|LM Boon|M Vikkula",2014
29,"A Dompmartin|X Blaizot|J Théron|F Hammer|Y Chene|D Labbé",2011
28,"R Spiegel|A Ghalamkarpour|E Daniel-Spiegel|M Vikkula|SA Shalev",2006
27,"N Revencu|LM Boon|A Dompmartin|P Rieu|WL Busch|J Dubois",2013
26,"CW Carr|HH Zimmerman|CL Martin|M Vikkula|AC Byrd",2011
26,"A Persu|M Hamoir|V Grégoire|P Garin|E Duvivier|H Reychler",2008
26,"M Vikkula|BR Olsen",1996
25,"L D'Auria|M Fenaux|P Aleksandrowicz|P Van Der Smissen|C Chantrain",2013
25,"R Pietilä|M Nätynki|T Tammela|J Kangas|KH Pulkki|N Limaye",2012
24,"L Zanardo|W Stolz|G Schmitz|W Kaminski|M Vikkula|M Landthaler",2004
23,"KA Rauen|SM Huson|E Burkitt‐Wright|DG Evans|S Farschtschi",2015
22,"A Toll|E Parera|AM Giménez-Arnau|A Pou|J Lloreta|N Limaye",2009
20,"N Lannoy|B Grisart|S Eeckhoudt|C Verellen-Dumoulin|C Lambert",2013
20,"FP Duhoux|G Ameye|V Lambot|C Herens|F Lambert|S Raynaud",2011
20,"L Desmyter|M Ghassibé|N Revencu|O Boute|M Lees|G François",2010
20,"D Casanova|LM Boon|M Vikkula",2006
19,"P Brouillard|L Dupont|R Helaers|R Coulie|GE Tiller|J Peeden|A Colige",2017
19,"M Ghassibe|B Bayet|N Revencu|L Desmyter|C Verellen-Dumoulin",2006
17,"SK Jha|K Rauniyar|T Karpanen|VM Leppänen|P Brouillard|M Vikkula",2017
17,"S Moalem|P Brouillard|D Kuypers|E Legius|E Harvey|G Taylor",2015
15,"V Havelange|X Pepermans|G Ameye|I Théate|E Callet‐Bauchu",2016
14,"FA Arts|R Sciot|B Brichard|M Renard|A de Rocca Serra|G Dachy",2017
14,"I Göhring|A Tagariello|S Endele|CC Stolt|M Ghassibé|M Fisher",2010
13,"M Amyere|A Dompmartin|V Wouters|O Enjolras|I Kaitila|PL Docquier",2014
13,"P Brouillard|O Enjolras|L Boon|M Vikkula",2008
13,M Vikkula,2007
13,"M Vikkula|L Peltonen",1989
12,"C van Marcke|A De Leener|M Berlière|M Vikkula|FP Duhoux",2016
12,"A Persu|N Lannoy|D Maiter|A Mendola|P Montigny|P Oriot|W Vinck",2012
12,"E Goujon|KM Cordoro|M Barat|T Rousseau|P Brouillard|M Vikkula",2011
11,"E Castrén|P Salminen|M Vikkula|A Pitkäranta|T Klockars",2016
11,"F Ballieux|LM Boon|M Vikkula",2015
10,"MG Butler|SL Dagenais|JL Garcia‐Perez|P Brouillard|M Vikkula",2012
10,"IB Rebeh|Z Benzina|H Dhouib|I Hadjamor|M Amyere|L Ayadi|K Turki",2008
9,"M Basha|B Demeer|N Revencu|R Helaers|S Theys|SB Saba|O Boute",2018
9,"A Persu|L Evenepoel|Y Jin|A Mendola|G Ngueta|WY Yang|D Gruson",2016
9,"S Debrock|M Amyere|M Vikkula|F Schuit|JP Fryns|G Verbeke",2009
9,"D Casanova|LM Boon|M Vikkula",2006
9,"I Gutierrez-Roelens|T Sluysmans|M Jorissen|M Amyere|M Vikkula",2006
8,M Vikkula,2006
7,"LM Boon|M Vikkula",2018
7,"A Català|E Roé|M Vikkula|E Baselga",2013
6,"E Seront|M Vikkula|LM Boon",2018
6,"A Queisser|LM Boon|M Vikkula",2018
6,"V Havelange|G Ameye|I Théate|E Callet-Bauchu|E Lippert|I Luquet",2016
6,"N Revencu|L Boon|JB Mulliken|M Vikkula",2016
6,"LM Boon|J Hammer|E Seront|S Dupont|F Hammer|P Clapuyt",2015
6,"N Limaye|M Vikkula",2009
6,"M Vikkula|LM Boon",1996
5,"J Hammer|E Seront|S Duez|S Dupont|A Van Damme|S Schmitz",2018
5,"S Di Monaco|A Georges|JP Lengelé|M Vikkula|A Persu",2018
5,"AJL Brambila-Tapia|JE García-Ortiz|P Brouillard|HL Nguyen|M Vikkula",2017
5,"L Evenepoel|FH Van Nederveen|L Oudijk|TG Papathomas",2017
5,"MJ Schlögel|A Mendola|E Fastré|P Vasudevan|K Devriendt",2015
5,"LM Boon|M Vikkula",2013
5,"V Wouters|LM Boon|JB Mulliken|M Vikkula",2008
5,"A Ghalamkarpour|K Devriendt|M Vikkula",2008
5,"M Ghassibé|V Bernier|LM Boon|M Vikkula",2006
4,"E Fastré|LE Lanteigne|R Helaers|G Giacalone|N Revencu",2018
4,"M Laterre|P Bernard|M Vikkula|Y Sznajer",2018
4,"N Lannoy|M Ravoet|B Grisart|M Fretigny|M Vikkula|C Hermans",2016
4,"N Revencu|L Boon|M Vikkula",2008
3,"HL Nguyen|LM Boon|M Vikkula",2017
3,"L Evenepoel|R Helaers|L Vroonen|S Aydin|M Hamoir|D Maiter",2017
3,"L Goffinet|A Oussalah|RM Guéant-Rodriguez|C Chery|M Basha",2016
3,"E Boudon|Y Levy|T Abossolo|F Cartault|P Brouillard|M Vikkula",2015
3,"N Lannoy|C Lambert|M Vikkula|C Hermans",2015
3,"MJ Schlögel|P Brouillard|LM Boon|M Vikkula",2015
3,"F Ballieux|A Modarressi|F Hammer|P Clapuyt|PL Docquier|C Godfraind",2013
3,"P Brouillard|N Limaye|LM Boon|M Vikkula",2013
3,"A Persu|M Vikkula",2011
3,"V Wouters|L Boon|JB Mulliken|M Vikkula",2008
3,"B Pocock|LM Boon|M Vikkula",2006
3,"M Ghassibe|N Revencu|B Bayet|Y Gillerot|R Vanwijck",2003
2,"P Janssens|V Dekeuleneer|A Van Damme|P Brouillard|N Revencu",2018
2,"L Evenepoel|FH Van Nederveen|L Oudijk|TG Papathomas",2015
2,"N Limaye|M Vikkula",2015
2,"F Ballieux|M Vikkula|L Boon",2012
2,"S Greenberger|H Reznik-Wolf|A Ghalamkarpour|D Marek-Yagel",2010
2,"LM Boon|M Vikkula",2009
2,"A Dompmartin|P Thibon|M Vikkula|LM Boon",2009
2,"N Limaye|V Wouters|M Uebelhoer|M Tuominen|R Wirkkala|JB Mulliken",2008
2,"M Ghassibe|N Revencu|B Bayet|Y Gillerot|R Vanwijck",2004
2,"M Vikkula|MJ Karkkainen|K Alitalo",2004
2,"LM Boon|N Revencu|M Vikkula",2001
2,"L Karttunen|U Felbor|M Vikkula|BR Olsen",2001
1,"E Seront|A Van Damme|LM Boon|M Vikkula",2019
1,"D Duran|X Zeng|SC Jin|J Choi|C Nelson-Williams|B Yatsula|J Gaillard",2019
1,"C van Marcke|A Collard|M Vikkula|FP Duhoux",2018
1,"J Hammer|E Seront|S Duez|S DUPONT|A Van Damme|S Schmitz",2018
1,"MJ Schlögel|P Brouillard|LM Boon|M Vikkula",2018
1,"A Dompmartin|N Revencu|LM Boon|M Vikkula",2016
1,"E Seront|N Limaye|LM Boon|M Vikkula",2016
1,"E Seront|N Limaye|LM Boon|M Vikkula",2016
1,"A Troilius Rubin|E Lauritzen|B Ljunggren|N Revencu|M Vikkula",2015
1,"N Lannoy|C Bandelier|B Grisart|M Reginster|E Ronge‐Collard",2015
1,"MJ Schlögel|A Mendola|E Fastré|K Devriendt|T de Ravel de l'Argentière",2014
1,"A Català|E Roé|M Vikkula|E Baselga",2013
1,"N Revencu|L Boon|M Vikkula",2013
1,"MJ Schloger|P Brouillard|A Mendola|E Fastre|F Cristofoli|K Devriendt",2013
1,"S Greenberger|H Reznik-Wolf|A Ghalamkarpour|D Marek-Yagel",2010
1,"A Persu|M Amyere|I Gutierrez-Roelens|P Rustin|C Sempoux",2009
1,"S Syed|M Malone|K Gajdosora|H Kennedy|M Vikkula|J Harper",2008
1,"JF Baurain|P Bruggen|BJV Eynde|PG Coulie|N Baren",2008
1,"LM Boon|M Vikkula|E Seront",2008
1,A Schinzel,2008
1,"M Ghassibé|LE Desmyter|F Claes|O Boute|B Bayet|P Pellerin|L Backx",2008
1,"N Limaye|N Revencu|N Van Regemorter|M Garzon|M Bonduelle",2007
1,M Vikkula,2007
1,"V Havelange|G Ameye|E Callet-Bauchu|N Dastugue|C Barin",2006
1,"M Vikkula|L Boon|L Eerola",2006
1,"M Bastepe|B Lorenz-Depiereux|A Bennet-Pages|M Ghassibé",2006
1,"A Persu|M Vikkula",2005
1,"A Persu|V Grégoire|M Hamoir|P Garin|JF De Plaen|M Vikkula",2004
1,"I Eerola|L Boon|S Watanabe|H Grynberg|J Mulliken|M Vikkula",2002
1,"M Vikkula|P Brouillard|JB Mulliken|O Enjolras|ML Warman|OT Tan",2001
1,"L Karttunen|M Vikkula|L Boon|BR Olsen",1999
1,"M Veiga-da-Cunha|I Gerin|M Vikkula|EV Schaftingen",1998
1,"LM Boon|JB Mulliken|M Vikkula",1994
790,"T Kalogeris|CP Baines|M Krenz|RJ Korthuis",2012
522,"DN Granger|RJ Korthuis",1995
504,"RJ Korthuis|DN Granger|MI Townsley",1985
344,"RJ Korthuis|MB Grisham|DN Granger",1988
333,"T Kalogeris|Y Bao|RJ Korthuis",2014
276,"MH Laughlin|RJ Korthuis|DJ Duncker",2010
271,"DL Carden|JK Smith|RJ Korthuis",1990
242,"Q Wang|KD Tompkins|A Simonyi|RJ Korthuis|AY Sun",2006
223,"JK Smith|MB Grisham|DN Granger",1989
217,"MA Collins|EJ Neafsey|KJ Mukamal",2009
188,"T Ishida|K Yarimizu|DC Gute|RJ Korthuis",1997
188,"S Shigematsu|S Ishida|M Hara|N Takahashi",2003
163,"RJ Korthuis|DC Anderson|DN Granger",1994
155,"RJ Korthuis|JK Smith|DL Carden",1989
137,"SN Jerome|T Akimitsu|DC Gute",1995
132,"M Krenz|RJ Korthuis",2012
125,"X Liu|KJ Peyton|AR Shebib|H Wang",2010
120,"BB Rubin|A Romaschin|PM Walker",1996
117,"J Scallan|VH Huxley",2010
100,"JM Davis|DC Gute|S Jones|A Krsmanovic",1999
99,"Q Wang|AY Sun|A Simonyi|TJ Kalogeris",2007
103,"RJ Korthuis|DN Granger",1993
91,"SN Jerome|CW Smith|RJ Korthuis",1993
85,"SN Jerome|T Akimitsu|RJ Korthuis",1994
94,"T Kalogeris|CP Baines|M Krenz",2011
72,"RJ Korthuis|DC Gute",1999
69,"WL Sexton|RJ Korthuis|MH Laughlin",1990
68,"T Akimitsu|DC Gute|RJ Korthuis",1996
73,RJ Korthuis,2011
66,"RJ Korthuis|DC Gute|F Blecha",1999
64,"JK Smith|DL Carden|RJ Korthuis",1989
62,"DN Granger|PR Kvietys|RJ Korthuis",2010
62,"Y Yang|TV Murphy|SR Ella|TH Grayson",2009
61,"L Kong|GD Dunn|LK Keefert|RJ Korthuis",1996
63,"T Akimitsu|DC Gute|RJ Korthuis",1995
60,"M Yusof|K Kamada|T Kalogeris|FS Gaskin",2009
57,"JK Smith|DL Carden|MB Grisham",1989
57,"JN Benoit|WA Womack|RJ Korthuis",1986
50,"RJ Korthuis|DL Carden|PR Kvietys",1991
51,"WL Sexton|RJ Korthuis|MH Laughlin",1988
51,"FS Gaskin|K Kamada|M Yusof",2007
49,"RJ Korthuis|JN Benoit|PR Kvietys",1985
49,"T Yamaguchi|C Dayton|T Shigematsu",2002
47,"CL Mesh|T Joh|RJ Korthuis|DN Granger|JN Benoit",1991
47,"RJ Korthuis|DC Gute|G Cepinskas|PR Kvietys",1998
45,"AW Jones|W Durante|RJ Korthuis",2010
43,"T Akimitsu|JA White|DL Carden|DC Gute",1995
43,"RJ Korthuis|DA Kinden|GE Brimer",1988
41,"MY Zuidema|Y Yang|M Wang|T Kalogeris",2010
43,"DL Carden|RJ Korthuis",1996
40,"Y Liu|T Kalogeris|M Wang|M Zuidema",2011
40,"S Shigematsu|S Ishida|DC Gute",1999
41,"RJ Korthuis|L Kong|LK Keefer",1997
38,"SN Jerome|L Kong|RJ Korthuis",1994
39,"H Asako|RE Wolf|DN Granger",1992
36,"H Dai|RJ Korthuis",2011
36,"Y Yang|Y Sohma|Z Nourian|SR Ella",2013
36,"Q Wang|AY Sun|A Simonyi|DK Miller",2009
35,"S Shigematsu|S Ishida|DC Gute",1999
35,"RJ Korthuis|DC Gute",2002
34,"S Yokoyama|RJ Korthuis|JN Benoit",1996
33,"RJ Korthuis|MB Grisham|BJ Zimmerman",1988
33,"RJ Korthuis|CY Wang|WS Spielman",1984
32,"Q Wang|TJ Kalogeris|M Wang|AW Jones",2010
32,"MI Townsley|JC Parker|RJ Korthuis",1987
31,"T Yamaguchi|K Kamada|C Dayton",2007
31,"KK Sadasivan|DL Carden|MB Moore",1997
30,"DL Carden|JK Smith|BJ Zimmerman|RJ Korthuis",1989
30,"FS Gaskin|K Kamada|M Yusof|W Durante",2009
30,"M Yusof|K Kamada|F Spencer Gaskin",2007
31,"S Shigematsu|S Ishida|DC Gute",2002
30,"C Dayton|T Yamaguchi|A Warren",2002
30,"S Shigematsu|S Ishida|DC Gute",2001
29,"MY Zuidema|KJ Peyton|WP Fay",2011
29,"RJ Korthuis|DN Granger|AE Taylor",1984
28,"T Yamaguchi|CB Dayton|CR Ross",2003
25,"K Kamada|CB Dayton|T Yamaguchi|RJ Korthuis",2004
25,"A Taylor|MI Townsley|RJ Korthuis",1985
26,"F Spencer Gaskin|K Kamada|M Zuidema",2011
25,"RJ Korthuis|JN Benoit|PR Kvietys",1987
23,"K Kamada|FS Gaskin|T Yamaguchi",2006
22,"DL Carden|JK Smith|RJ Korthuis",1991
20,"JK Smith|DL Carden|RJ Korthuis",1991
20,"H Gao|RJ Korthuis|JN Benoit",1994
20,"D Allen Jr|RJ Korthuis|S Clark",1988
20,"DN Granger|RJ Korthuis|PR Kvietys",1988
18,"H Gao|RJ Korthuis|JN Benoit",1996
17,"RJ Korthuis|CY Wang|JB Scott",1982
17,"WL Sexton|RJ Korthuis|MH Laughlin",1990
17,"RJ Korthuis|DN Granger",1994
17,"C Dayton|T Yamaguchi|K Kamada|P Carter",2004
16,"RK Reed|MI Townsley|RJ Korthuis",1991
16,"RJ Korthuis|DN Granger",1989
16,"C Dayton|T Yamaguchi|K Kamada|P Carter",2005
15,"DN Granger|JA Barrowman|SL Harper",1984
15,"RJ Korthuis|JL Unthank",2000
14,"H Gao|RJ Korthuis|JN Benoit",1996
14,"KA Turlo|J Scapa|P Bagher|AW Jones",2013
14,"PR Kvietys|SL Harper|RJ Korthuis",1985
13,"RJ Korthuis|VH Pitts|DN Granger",1987
13,"RJ Korthuis|CR Kerr|MI Townsley",1985
13,"RJ Korthuis|P Kubes|P Tso|M Perry",1991
13,"L Kong|RJ Korthuis",1997
12,"WL Sexton|RJ Korthuis|MH Laughlin",1990
12,"WZ Wang|AW Jones|M Wang|W Durante",2013
12,"RJ Korthuis|AE Taylor",1986
11,"JN Benoit|MB Grisham|CL Mesh|RJ Korthuis",1992
10,RJ Korthuis,2004
10,"RJ Korthuis|DL Carden|DN Granger",1992
9,"LF Yrle|JK Smith|JN Benoit|DN Granger",1988
8,"TJ Kalogeris|C Baines|RJ Korthuis",2014
7,"GD Dunn|DN Granger|RJ Korthuis",1995
8,RJ Korthuis,2011
7,"MY Zuidema|RJ Korthuis",2015
6,"RJ Korthuis|C Dayton|T Yamaguchi",2003
6,"DZ Wang|AW Jones|WZ Wang|M Wang",2016
6,"RJ Korthuis|W Durante",2005
6,"DN Granger|SL Harper|RJ Korthuis",1985
5,RJ Korthuis,2018
4,"H Dai|M Wang|PN Patel|T Kalogeris|Y Liu",2017
2,"RJ Restrepo|RW Lim|RJ Korthuis|SD Shukla",2017
2,"Y Yang|SR Ella|TV Murphy|TH Grayson|YT Hwang",2009
2,"FS Gaskin|K Kamada|M Yusof|LJ Rubin|RJ Korthuis",2007
2,"TJ Kalogeris|RJ Korthuis",2010
1,"RJ Korthuis|GW SCHMID-SCHÖNBEIN",2000
1,RJ Korthuis,2019
1,"H Yu|T Kalogeris|RJ Korthuis",2019
1,"WP Fay|RJ Korthuis",2018
1,RJ Korthuis,2011
2,"T Qiu|M Li|MA Tanner|Y Yang|JR Sowers",2018
707,"TS Edgington|N Mackman|K Brand",1991
627,"JFB Taylor|A Chang|W Ruf|JH Morrissey",1991
609,"X Huang|G Molema|S King|L Watkins",1997
377,"GA Marguerie|TS Edgington|EF Plow",1980
277,"C Liu|C Sun|H Huang|K Janda|T Edgington",2003
232,"TS Zimmerman|LW Hoyer|L Dickson",1975
226,"DC Altieri|JH Morrissey",1988
216,"PE Thorpe|TS Edgington",1999
189,"LH Bookbinder|A Hofer|MF Haller|ML Zepeda",2006
175,"DC Altieri|TS Edgington",1988
169,"TS Edgington|FV Chisari",1975
166,"S Fan|TS Edgington",1993
136,"PE Thorpe|TS Edgington",1999
125,"J Kappelmayer|A Bernabei|LH Edmunds Jr",1993
122,"JP Girma|M Kalafatis|G Pietu|JM Lavergne",1986
116,"PE Thorpe|TS Edgington",2000
115,"W Ruf|TS Edgington",1991
116,"CM Speidel|PR Eisenberg|W Ruf|TS Edgington",1995
113,"W Wu|Y Luo|C Sun|Y Liu|P Kuo|J Varga|R Xiang",2006
106,"C Liu|H Huang|F Donate|C Dickinson|R Santucci",2002
114,"T Edgington|B Choi|K Henson",2004
97,"SA Gregory|RS Kornbluth|H Helin",1986
96,"DC Altieri|TS Edgington",1990
96,"GA Levy|BS Schwartz",1981
93,"PE Thorpe|TS Edgington",2000
89,"R Lin|M Roychowdhury-Saha|C Black|AT Watt",2011
84,TS Edgington,1980
83,"TS Edgington|RW Astarita",1975
82,"TS Edgington|CD Dickinson",1997
81,"ST Fan|N Mackman|MZ Cui",1995
75,"TS Edgington|JH Morrissey",1993
77,"P Mavier|TS Edgington",1984
80,"C Liu|G Bhattacharjee|W Boisvert|R Dilley",2003
69,"G Bhattacharjee|J Ahamed|B Pedersen",2005
68,"V Ollivier|S Houssaye|C Ternisien|A Leon",1993
68,"TS Edgington|N Mackman|ST Fan",1992
67,"S Lee|TS Edgington",1968
65,"EF Plow|TS Edgington",1975
65,"LK Curtiss|TS Edgington",1987
65,"DC Altieri|WL Wiltse|TS Edgington",1990
64,"Y Wang|JA Kelber|HST Cao",2010
61,"TS Edgington|LK Curtiss|EF Plow",1985
59,"FV Chisari|JA Routenberg|M Fiala",1977
58,"S Lee|TS Edgington",1966
56,"E Linder|A Pasternack|TS Edgington",1972
52,"FL ASHLEY|TD REES",1965
49,"JC Nokes|NA Mahmoud|GF Savidge|AH Goodall",1984
47,"I Kushner|TS Edgington|C Trimble",1972
45,"HJ Helin|TS Edgington",1984
45,"Y Lin|Y Qiu|C Xu|Q Liu|B Peng",2014
43,"HJ Helin|RI Fox|TS Edgington",1983
41,"FV Chisari|JA Routenberg|DS Anderson",1978
40,"LK Curtiss|TS Edgington",1981
39,"EF Plow|TS Edgington",1986
37,"G Bhattacharjee|J Ahamed|R Pawlinski|C Liu",2008
37,"PK Hench|TS Edgington",1975
35,"TS Edgington|W Ruf|A Rehemtulla",1991
34,"NL Shen|ST Fan|J Pyati|R Graff",1993
32,"BS Schwartz|TS Edgington",1981
31,"LK Curtiss|TS Edgington",1981
31,TS Edgington,1983
30,"EF Plow|D Freaney|TS Edgington",1982
30,"BS Schwartz|GA Levy",1982
29,"S Lee|TS Edgington|MJ Orloff",1968
28,"ME Eyster|TS Edgington|HH Liem",1972
28,"TS Edgington|S Lee|FJ Dixon",1969
27,"CM Speidel|JD Thornton|YY Meng",1996
27,"DH De Heer|TS Edgington",1974
27,"SJ McArtney|JD Obermiller|JR Schupp|ML Parker",2008
25,"ST Fan|TS Edgington",1988
23,"A El-Sheikh|C Liu|H Huang|TS Edgington",2002
23,"PE Thorpe|TS Edgington",2004
23,"H Helin|TS Edgington",1984
23,"GA Levy|JL Leibowitz|TS Edgington",1982
25,"TM Edgington|TS Raghu|AS Vinze",2010
22,"TS Edgington|GA Levy",1981
22,"A El-Sheikh|P Borgstrom|G Bhattacharjee|M Belting",2005
21,"PA Lando|TS Edgington",1985
20,"CR KELLY|JR SCHULLEK|RUF Wolfram",1996
20,"W Ruf|TS Edgington",1999
19,"BJ Burri|TS Edgington|DS Fair",1987
19,"JH Morrissey|SA Gregory|N Mackman",1989
19,"SR Meisel|XP Xu|TS Edgington|B Cercek",2011
19,"EJ Linder|TS Edgington",1971
19,"RM Nakamura|EF Plow",1978
18,"SR Meisel|XP Xu|TS Edgington|P Dimayuga|S Kaul",2002
18,"GA Levy|TS Edgington",1982
17,"D Meyer|B Obert|T Zimmerman",1980
16,"S Lee|TS Edgington|CJ Smallwood",1972
15,"LK Curtiss|TS Edgington",1980
15,"TS Edgington|MC Pizzolato",1983
15,"TS Zimmerman|CF Abildgaard",1976
14,"PE Thorpe|TS Edgington",2010
14,"TS Edgington|H Helin|SA Gregory|G Levy",1985
13,"TS Edgington|EF Plow|W Go|R Herberman",1976
14,"TA Drake|JH Morrissey",1989
13,"RM Nakamura|FV Chisari",1975
13,"M Fiala|BA Myhre|LT Chinh|M Territo",1974
13,"ST Fan|TS Edgington",1989
13,"J Yao|N Mackman|TS Edgington|ST Fan",1997
12,"DC Altieri|EF Plow|TS Edgington",1995
12,"S Froman|TS Edgington|DW Will",1964
12,T Edgington,1998
11,"P Jiang|D Xue|Y Zhang|L Ye|Y Liu|M Makale",2014
11,"TS Edgington|EF Plow|CI Chavkin|DT Deheer",1976
11,"FJ Dixon|TS Edgington",1967
10,TS Edgington,1984
10,"TS Edgington|RJ Glassock",1967
9,TS Edgington,1975
9,"CS Cierniewski|TS Edgington",1979
9,"TS Edgington|FV Chisari",1979
9,"SR Meisel|M Shechter|XP Xu",2003
10,TM Edgington,2011
11,"TJ Edgington|RL Hutchinson",1990
10,"T Edgington|TS Raghu|A Vinze",2005
8,"TS Edgington|CH Henney|LK Curtiss",1977
